,pdfsize,metadata size,page,objects,title characters,isEncrypted,embedded files,images,	header,obj,endobj,stream,endstrean,xref,trailer,startxref,pageno,encrypt,ObjStm,JS,Javascript,AA,OpenAction,Acroform,JBIG2Decode,RichMedia,launch,EmbeddedFile,XFA,Colors
1786,95,180,1,9,0,0,0,0,	%PDF-1.0,9,9,2,2,0,1,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,>,,
1787,9,180,1,9,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1788,5,180,20,53,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1789,3,180,0,8,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1790,15,224,0,20,7,0,0,0,	%PDF-1.4,24,24,1,1,1,1,1,20,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1791,2048,256,5,28,0,0,0,0,	%PDF-1.4,4,4,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1792,9,180,1,9,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
1793,4,300,1,15,0,0,0,0,	%PDF-1.4,27,27,6,6,1,1,1,5,0,0,2,3,0,1,1,0,0,0,0,0,0,>,,
1794,11,180,1,9,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1795,8,180,1,10,0,0,0,0,	%PDF-1.3,14,14,2,2,1,1,1,1,0,0,2,3,0,1,1,0,0,0,0,0,0,>,,
1796,12,180,1,9,0,0,0,0,	%PDF-\x07.3,8,7,2,2,1,1,1,1,0,0,1(1),1,0,1,0,0,0,0,0,0,0,>,,
1797,8,180,1,10,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1798,10,256,1,16,0,0,0,0,	%PDF-\x07.3,8,7,2,2,1,1,1,1,0,0,1(1),1,0,1,0,0,0,0,0,0,0,>,,
1799,17,180,1,10,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1800,8,180,1,10,0,0,0,0,	%PDF-1.5,15,15,2,2,1,1,1,1,0,0,2,3,0,1,1,0,0,0,0,0,0,>,,
1801,14,371,1,16,16,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1802,15,224,0,20,7,0,0,0,	%PDF-1.3,4,4,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1803,8,180,1,11,0,0,0,0,	%PDF-1.4,9,9,2,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
1804,17,180,1,10,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
1805,9,180,1,9,0,0,0,0,	%PDF-1.3,10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1806,16,180,1,10,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1807,8,180,1,10,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1808,8,180,1,10,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1809,9,180,1,9,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1810,7,180,1,10,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1811,7,180,1,10,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1812,15,224,0,20,7,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1813,232,180,1,6,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1814,4,256,1,15,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
1815,14,224,0,20,7,0,0,0,	%PDF-1.1,5,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,>,,
1816,8,180,1,10,0,0,0,0,	%PDF-1.3,14,14,2,2,1,1,1,1,0,0,2,3,0,1,1,0,0,0,0,0,0,>,,
1817,13,180,1,348,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
1818,9,180,1,9,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1819,7,318,3,17,80,0,0,0,	%PDF-1.2,5,5,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,>,,
1820,8,180,1,10,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1821,16,180,1,10,0,0,0,0,	%PDF-1.3,16,16,4,4,1,1,1,3,0,0,1,2,0,1,0,0,0,0,0,0,0,>,,
1822,15,180,1,10,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1823,16,180,1,10,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1824,9,180,1,9,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1825,9,180,1,9,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1826,4,250,1,15,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1827,8,180,1,10,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1828,9,180,1,9,0,0,0,0,	%PDF-1.3,14,14,2,2,1,1,1,1,0,0,2,3,0,1,1,0,0,0,0,0,0,>,,
1829,16,180,1,10,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1830,17,180,1,10,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1831,15,256,1,16,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1832,8,180,1,10,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1833,26,347,4,21,12,0,0,0,	%PDF-1.4,15,15,2,2,1,1,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,>,,
1834,9,180,1,9,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1835,10,256,1,16,0,0,0,0,	%PDF-1.7,20,20,5,5,1,1,1,4,0,0,1,2,0,1,0,0,0,0,0,0,0,>,,
1836,10,258,1,31,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1837,16,180,1,10,0,0,0,0,	%PDF-1.4,15,15,2,2,1,1,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,>,,
1838,132,180,0,1991,0,0,0,0,	%PDF-1.4,30,30,4,4,1,1,1,1,0,0,1,2,1,1,0,0,0,1,0,0,0,>,,
1839,15,224,0,20,7,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1840,2,180,1,18,0,0,0,0,	%PDF-1.1,22,22,6,6,1,1,0,3,0,0,2,2(1),1,2,0,0,0,0,0,0,0,>,,
1841,8,180,1,10,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
1842,9,180,1,9,0,0,0,0,	%PDF-1.5,17,17,3,3,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,>,,
1843,15,224,0,20,7,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1844,17,250,1,15,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1845,9,180,1,9,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
1846,8,180,1,11,0,0,0,0,	%PDF-1.3,14,14,2,2,1,1,1,1,0,0,2,3,0,1,1,0,0,0,0,0,0,>,,
1847,6,180,1,5,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1848,15,224,0,20,7,0,0,0,	%PDF-1.3,10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1849,15,224,0,20,7,0,0,0,	%PDF-1.1,4,4,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1850,9,180,1,9,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
1851,8,180,1,10,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
1852,88,180,1,8,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1853,15,224,0,20,7,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1854,2,180,1,111612,0,0,0,0,	%PDF-1.1,7,7,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1855,27,246,1,10,7,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
1856,15,224,0,20,7,0,0,0,	%PDF-1.0,9,9,2,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
1857,16,180,1,10,0,0,0,0,	%PDF-1.3,9,9,1,1,1,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,>,,
1858,14,224,0,20,7,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
1859,14,224,0,20,7,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1860,22,256,1,16,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
1861,3,180,0,8,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
1862,15,224,0,20,7,0,0,0,	%PDF-1.4,15,15,2,2,1,1,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,>,,
1863,1,180,1,111714,0,0,0,0,	%PDF-1.4,4,4,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1864,9,180,1,9,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
1865,77,379,1,16,16,0,0,0,	%PDF-1.0,11,11,3,3,0,1,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,>,,
1866,3,180,1,8,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1867,12,180,1,9,0,0,0,0,	%PDF-1.4,9,9,2,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
1868,12,180,1,9,0,0,0,0,	%PDF-1.0,7,6,1,1,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
1869,10,256,1,16,0,0,0,0,	%PDF-\x07.3,8,8,2,2,1,1,1,1,0,0,1(1),1,0,1,0,0,0,0,0,0,0,>,,
1870,8,180,1,10,0,0,0,0,	%PDF-\x07.3,8,7,2,2,1,1,1,1,0,0,1(1),1,0,1,0,0,0,0,0,0,0,>,,
1871,10,180,1,9,0,0,0,0,	%PDF-1.5,15,15,2,2,1,1,1,1,0,0,2,3,0,1,1,0,0,0,0,0,0,>,,
1872,2,180,1,111612,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1873,8,180,1,10,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1874,17,180,1,10,0,0,0,0,	%PDF-1.0,9,9,2,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
1875,9,180,1,9,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1876,75,361,1,16,16,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1877,3,250,1,15,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1878,9,180,1,9,0,0,0,0,	%PDF-1.4,9,9,2,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
1879,17,180,1,10,0,0,0,0,	%PDF-1.3,14,14,2,2,1,1,1,1,0,0,2,3,0,1,1,0,0,0,0,0,0,>,,
1880,15,180,1,10,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1881,4,180,1,8,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1882,9,180,1,9,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1883,9,180,1,9,0,0,0,0,	%PDF-1.3,7,6,2,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1884,9,180,1,9,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1885,9,180,1,9,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1886,12,180,1,9,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1887,15,180,1,10,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1888,1,180,1,111113,0,0,0,0,	%PDF-\x07.3,8,7,2,2,1,1,1,1,0,0,1(1),1,0,1,0,0,0,0,0,0,0,>,,
1889,2,180,0,8,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1890,2,180,1,111612,0,0,0,0,	%PDF-1.0,9,9,2,2,0,1,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,>,,
1891,9,180,1,9,0,0,0,0,	%PDF-1.4,4,4,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1892,9,180,1,9,0,0,0,0,	%PDF-1.0,9,9,2,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
1893,8,180,1,11,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1894,15,180,1,10,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1895,15,180,1,10,0,0,0,0,	%PDF-1.3,10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1896,9,180,1,9,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1897,12,180,25,46,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1898,9,180,1,9,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1899,15,224,0,20,7,0,0,0,	%PDF-1.4,29,29,1,1,1,1,1,25,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1900,1,180,1,111113,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1901,1,180,1,111612,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
1902,2,180,1,111612,0,0,0,0,	%PDF-1.0,9,9,2,2,0,1,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,>,,
1903,9,180,1,9,0,0,0,0,	%PDF-1.0,9,9,2,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
1904,2,180,1,111614,0,0,0,0,	%PDF-1.0,9,9,2,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
1905,8,180,1,10,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1906,2,195,1,15,0,0,0,0,	%PDF-1.0,11,11,3,3,0,1,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,>,,
1907,15,180,1,10,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1908,8,180,1,10,0,0,0,0,	%PDF-1.,14,15,1,1,1,1,0,1(1),0,0,2,3,0,0,1,0,0,0,0,0,0,>,,
1909,8,180,1,10,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1910,8,292,3,17,84,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1911,32,316,2,22,8,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1912,9,180,1,9,0,0,0,0,	%PDF-1.3,16,16,4,4,1,1,1,3,0,0,1,2,0,1,0,0,0,0,0,0,0,>,,
1913,5,218,1,10,0,0,0,0,	%PDF-1.7,21,21,6,6,1,1,1,2,0,0,3,4,0,1,0,0,0,0,0,0,0,>,,
1914,15,180,1,10,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1915,17,180,1,10,0,0,0,0,	%PDF-1.4,9,9,3,3,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
1916,5,218,1,10,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1917,1,180,1,9,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1918,4,180,1,14,0,0,0,0,	%PDF-1.4,9,9,3,3,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
1919,14,256,1,16,0,0,0,0,	%PDF-\x07.3,8,7,2,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1920,15,180,1,10,0,0,0,0,	%PDF-1.3,13,13,2,2,1,1,1,1,0,0,2,3,0,1,1,0,0,0,0,0,0,>,,
1921,17,180,1,10,0,0,0,0,	%PDF-1.4,15,15,2,2,1,1,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,>,,
1922,12,180,1,9,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1923,9,180,1,9,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1924,15,224,0,20,7,0,0,0,	%PDF-\x07.3,8,8,2,2,1,1,1,1,0,0,1(1),1,0,1,0,0,0,0,0,0,0,>,,
1925,9,180,1,9,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1926,8,180,1,10,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
1927,77,376,1,16,16,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1928,1,256,1,15,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1929,7,349,4,17,17,0,0,0,	%PDF-1.4,9,9,2,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
1930,4,502,2,14,12,0,0,0,	%PDF-1.3,14,14,2,2,1,1,1,1,0,0,2,3,0,1,1,0,0,0,0,0,0,>,,
1931,9,180,1,9,0,0,0,0,	%PDF-1.3,16,16,5,5,1,1,1,4,0,0,1,2,0,1,0,0,0,0,0,0,0,>,,
1932,8,180,1,10,0,0,0,0,	%PDF-1.3,13,13,3,3,1,1,1,2,0,0,1,2,0,1,0,0,0,0,0,0,0,>,,
1933,8,180,1,11,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1934,12,180,1,9,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1935,4,180,1,14,0,0,0,0,	%PDF-1.3,10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1936,15,180,1,10,0,0,0,0,	%PDF-\x07.3,8,7,2,2,1,1,1,1,0,0,1(1),1,0,1,0,0,0,0,0,0,0,>,,
1937,4,180,1,14,0,0,0,0,	%PDF-1.3,13,13,2,2,1,1,1,1,0,0,2,3,0,1,1,0,0,0,0,0,0,>,,
1938,17,180,1,10,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1939,8,180,1,11,0,0,0,0,	%PDF-1.3,13,13,2,2,1,1,1,1,0,0,2,3,0,1,1,0,0,0,0,0,0,>,,
1940,9,180,1,9,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1941,1,180,1,111612,0,0,0,0,	%PDF-1.3,10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1942,15,180,1,10,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1943,8,180,1,10,0,0,0,0,	%PDF-1.0,9,9,2,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
1944,4,180,1,14,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1945,12,180,1,9,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1946,3,180,1,10,0,0,0,0,	%PDF-1.3,13,13,2,2,1,1,1,1,0,0,2,3,0,1,1,0,0,0,0,0,0,>,,
1947,9,180,1,9,0,0,0,0,	%PDF-\x07.3,8,8,2,2,1,1,1,1,0,0,1(1),1,0,1,0,0,0,0,0,0,0,>,,
1948,15,224,0,20,7,0,0,0,	%PDF-1.3,4,4,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1949,5,180,1,14,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1950,9,180,1,9,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
1951,14,224,0,20,7,0,0,0,	%PDF-1.3,13,13,2,2,1,1,1,1,0,0,2,3,0,1,1,0,0,0,0,0,0,>,,
1952,8,180,1,10,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1953,3,180,0,8,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
1954,9,180,1,9,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1955,8,180,1,10,0,0,0,0,	%PDF-1.4,4,4,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1956,8,180,1,11,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1957,9,258,1,31,0,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1958,13,180,1,9,0,0,0,0,	%PDF-1.3,10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1959,15,180,1,10,0,0,0,0,	%PDF-1.4,26,25,3,3,1,1,1,1,0,0,1,2,1,1,0,0,0,1,0,0,0,>,,
1960,15,224,0,20,7,0,0,0,	%PDF-\x07.3,8,8,2,2,1,1,1,1,0,0,1(1),1,0,1,0,0,0,0,0,0,0,>,,
1961,14,371,1,16,16,0,0,0,	%PDF-1.3,9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1962,1,180,1,111113,0,0,0,0,	%PDF-1.6,19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,>,,
1963,3,230,1,12,0,0,0,0,	%PDF-1.4,9,9,2,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,>,,
1964,8,180,1,10,0,0,0,0,	%PDF-1.0,9,9,2,2,0,1,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,>,,
1965,15,256,1,16,0,0,0,0,	%PDF-1.3,11,11,2,2,1,1,1,2,0,0,1,2,0,0,1,0,0,0,1,1,0,>,,
1966,9,180,1,9,0,0,0,0,	%PDF-1.3,4,4,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1967,9,180,1,9,0,0,0,0,	%PDF-1.4,15,15,2,2,1,1,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,>,,
1968,9,180,1,9,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
1969,14,256,1,16,0,0,0,0,	%PDF-1.3,8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,>,,
